Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Low Fat,DRD13,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,-639.822,15,65.62,4
Low Fat,FDD35,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-639.914,12.15,120.24,4
Low Fat,FDD11,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-640.005,12.85,251.7,4
Low Fat,FDF35,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-640.096,15,105.99,4
Low Fat,FDG59,Starchy Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,-640.188,15.85,39.62,4
Low Fat,FDX23,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,-640.279,6.45,94.14,4
Low Fat,FDF12,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,-640.371,8.24,149.31,4
Low Fat,FDC48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,-640.462,9.2,84.16,4
Low Fat,FDB60,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,-640.553,9.3,195.81,4
Low Fat,FDE24,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,-640.645,14.85,140.98,4
Low Fat,FDL36,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,-640.736,15.1,91.58,4
Low Fat,FDN12,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,-640.828,15.6,112.75,4
Low Fat,FDQ24,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,-640.919,15.7,253.37,4
Low Fat,FDW48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,-641.011,18,81.06,4
Low Fat,FDP11,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,-641.102,15.85,218.22,4
Low Fat,FDV47,Breads,2020,OUT017,Tier 2,Small,Supermarket Type1,-641.193,17.1,84.46,4
Low Fat,FDH38,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,-641.285,6.43,118.38,4
Low Fat,FDK14,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,-641.376,6.98,83.39,4
Low Fat,FDY13,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,-641.468,12.1,74.77,4
Low Fat,FDT13,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,-641.559,14.85,188.72,4
Low Fat,FDO38,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,-641.65,17.25,76.5,4
Low Fat,FDD50,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,-641.742,18.85,170.41,4
Low Fat,FDG26,Canned,2020,OUT017,Tier 2,Small,Supermarket Type1,-641.833,18.85,257.63,4
Low Fat,DRI03,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,-641.925,6.03,176.7,4
Low Fat,FDS14,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,-642.016,7.29,155.13,4
Low Fat,FDC39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,-642.108,7.41,205.73,4
Low Fat,FDB39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,-642.199,11.6,55.83,4
Low Fat,DRG51,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,-642.29,12.1,166.05,4
Low Fat,FDW50,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,-642.382,13.1,166.12,4
Low Fat,FDX14,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,-642.473,13.1,73.84,4
Low Fat,DRI39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,-642.565,13.8,54.89,4
Low Fat,DRJ51,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,-642.656,14.1,231.17,4
Low Fat,FDV50,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,-642.747,14.3,123.27,4
Low Fat,FDD39,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,-642.839,16.7,217.69,4
Low Fat,FDX26,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,-642.93,17.7,182.33,4
Low Fat,FDX50,Dairy,2020,OUT017,Tier 2,Small,Supermarket Type1,-643.022,20.1,110.42,4
Low Fat,FDT40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-643.113,5.99,125.27,4
Low Fat,FDY52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-643.205,6.37,59.75,4
Low Fat,FDJ41,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-643.296,6.85,262.06,4
Low Fat,FDR04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-643.387,7.08,98.81,4
Low Fat,FDF16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-643.479,7.3,147.61,4
Low Fat,FDE16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-643.57,8.9,208.5,4
Low Fat,FDJ16,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-643.662,9.2,59.52,4
Low Fat,FDZ04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-643.753,9.31,64.55,4
Low Fat,FDG53,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-643.844,10,141.82,4
Low Fat,FDJ53,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-643.936,10.5,119.71,4
Low Fat,FDD28,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-644.027,10.7,60.59,4
Low Fat,FDC17,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-644.119,12.15,211.29,4
Low Fat,FDD29,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-644.21,12.15,252.77,4
Low Fat,FDB17,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-644.302,13.15,181.4,4
Low Fat,FDG40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-644.393,13.65,34.46,4
Low Fat,FDK41,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-644.484,14.3,83.42,4
Low Fat,FDQ52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-644.576,17,246.54,4
Low Fat,FDO40,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-644.667,17.1,147.14,4
Low Fat,FDT04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-644.759,17.25,39.38,4
Low Fat,FDF04,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-644.85,17.5,259.23,4
Low Fat,FDI52,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-644.942,18.7,122.91,4
Low Fat,FDD05,Frozen Foods,2020,OUT017,Tier 2,Small,Supermarket Type1,-645.033,19.35,120.81,4
Low Fat,FDZ55,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,-645.124,6.06,158.49,4
Low Fat,FDP32,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,-645.216,6.65,126.87,4
Low Fat,FDA20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,-645.307,6.78,186.52,4
Low Fat,FDW56,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,-645.399,7.68,190.82,4
Low Fat,FDZ44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,-645.49,8.19,115.48,4
Low Fat,FDM20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,-645.581,10,245.41,4
Low Fat,FDC20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,-645.673,10.65,56.63,4
Low Fat,FDL08,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,-645.764,10.8,243.91,4
Low Fat,FDI45,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,-645.856,13.1,173.81,4
Low Fat,FDE44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,-645.947,14.65,50.87,4
Low Fat,FDX55,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,-646.039,15.1,217.32,4
Low Fat,FDD57,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,-646.13,18.1,95.01,4
Low Fat,FDQ44,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Supermarket Type1,-646.221,20.5,122.38,4
Low Fat,DRM35,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,-646.313,9.7,177.73,4
Low Fat,DRO59,Hard Drinks,2020,OUT017,Tier 2,Small,Supermarket Type1,-646.404,11.8,77,4
Low Fat,NCH29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-646.496,5.51,98.57,4
Low Fat,NCJ17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-646.587,7.68,86.42,4
Low Fat,NCN05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-646.678,8.24,184.5,4
Low Fat,NCV53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-646.77,8.27,238.09,4
Low Fat,NCI29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-646.861,8.6,143.62,4
Low Fat,NCS29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-646.953,9,264.89,4
Low Fat,NCR05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-647.044,10.1,199.51,4
Low Fat,NCT17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-647.136,10.8,189.72,4
Low Fat,NCK17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-647.227,11,40.95,4
Low Fat,NCO29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-647.318,11.15,163.05,4
Low Fat,NCM29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-647.41,11.5,129.66,4
Low Fat,NCQ29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-647.501,12,262.33,4
Low Fat,NCL41,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-647.593,12.35,35.72,4
Low Fat,NCY29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-647.684,13.65,55.09,4
Low Fat,NCW29,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-647.775,14,131.33,4
Low Fat,NCS53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-647.867,14.5,159.96,4
Low Fat,NCX05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-647.958,15.2,116.55,4
Low Fat,NCA41,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-648.05,16.75,192.32,4
Low Fat,NCB06,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-648.141,17.6,161.49,4
Low Fat,NCS17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-648.233,18.6,95.24,4
Low Fat,NCJ05,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-648.324,18.7,153.67,4
Low Fat,NCY53,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-648.415,20,111.65,4
Low Fat,NCA17,Health and Hygiene,2020,OUT017,Tier 2,Small,Supermarket Type1,-648.507,20.6,150.94,4
Low Fat,NCS30,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,-648.598,5.95,128.97,4
Low Fat,NCJ43,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,-648.69,6.64,174.04,4
Low Fat,NCA42,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,-648.781,6.97,158.16,4
Low Fat,NCY18,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,-648.872,7.29,174.61,4
Low Fat,NCK42,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,-648.964,7.48,217.42,4
Low Fat,NCM06,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,-649.055,7.48,156.47,4
Low Fat,NCN06,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,-649.147,8.39,165.19,4
Low Fat,NCH43,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,-649.238,8.42,215.92,4
Low Fat,NCT54,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,-649.33,8.7,93.21,4
Low Fat,NCE55,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,-649.421,8.92,175.24,4
Low Fat,NCH06,Household,2020,OUT017,Tier 2,Small,Supermarket Type1,-649.512,12.3,247.95,4
Low Fat,NCY06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,-649.604,15.25,132.3,4
Low Fat,NCH55,Household,2020,OUT017,Tier 2,High,Supermarket Type1,-649.695,16.35,127.9,4
Low Fat,NCX06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,-649.787,17.6,179.2,4
Low Fat,NCL42,Household,2020,OUT017,Tier 2,High,Supermarket Type1,-649.878,18.85,244.01,4
Low Fat,NCO30,Household,2020,OUT017,Tier 2,High,Supermarket Type1,-649.969,19.5,183.26,4
Low Fat,NCI43,Household,2020,OUT017,Tier 2,High,Supermarket Type1,-650.061,19.85,49.04,4
Low Fat,NCJ06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,-650.152,20.1,118.68,4
Low Fat,NCB43,Household,2020,OUT017,Tier 2,High,Supermarket Type1,-650.244,20.2,187.79,4
Low Fat,NCQ42,Household,2020,OUT017,Tier 2,High,Supermarket Type1,-650.335,20.35,125.17,4
Low Fat,NCA06,Household,2020,OUT017,Tier 2,High,Supermarket Type1,-650.427,20.5,34.82,4
Low Fat,FDA39,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,-650.518,6.32,39.18,4
Low Fat,FDV15,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,-650.609,10.3,103.76,4
Low Fat,FDM03,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,-650.701,12.65,107.79,4
Low Fat,FDU39,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,-650.792,18.85,57.36,4
Low Fat,FDR39,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,-650.884,20.35,181.73,4
Low Fat,NCL31,Others,2020,OUT017,Tier 2,High,Supermarket Type1,-650.975,7.39,143.85,4
Low Fat,NCK07,Others,2020,OUT017,Tier 2,High,Supermarket Type1,-651.066,10.65,165.85,4
Low Fat,NCO02,Others,2020,OUT017,Tier 2,High,Supermarket Type1,-651.158,11.15,66.01,4
Low Fat,FDH09,Seafood,2020,OUT017,Tier 2,High,Supermarket Type1,-651.249,12.6,51.4,4
Low Fat,FDI57,Seafood,2020,OUT017,Tier 2,High,Supermarket Type1,-651.341,19.85,198.78,4
Low Fat,FDA33,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-651.432,6.48,146.21,4
Low Fat,FDF22,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-651.524,6.87,211.82,4
Low Fat,FDZ46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-651.615,7.49,108.72,4
Low Fat,FDH34,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-651.706,8.63,186.06,4
Low Fat,FDT58,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-651.798,9,167.08,4
Low Fat,FDE34,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-651.889,9.2,183.66,4
Low Fat,FDT34,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-651.981,9.3,107.1,4
Low Fat,FDZ22,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-652.072,9.4,83.43,4
Low Fat,FDC58,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-652.163,10.2,44.24,4
Low Fat,FDZ33,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-652.255,10.2,148.71,4
Low Fat,FDV09,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-652.346,12.1,148.57,4
Low Fat,FDU22,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-652.438,12.35,119.91,4
Low Fat,FDI22,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-652.529,12.6,208.76,4
Low Fat,FDQ33,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-652.621,13.35,148.87,4
Low Fat,FDB34,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-652.712,15.25,86.02,4
Low Fat,FDX45,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-652.803,16.75,156.16,4
Low Fat,FDP57,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-652.895,17.5,103.8,4
Low Fat,FDY10,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-652.986,17.6,115.42,4
Low Fat,FDZ09,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-653.078,17.6,165.69,4
Low Fat,FDJ22,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-653.169,18.75,193.65,4
Low Fat,DRG49,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,-653.26,7.81,246.15,4
Low Fat,DRI01,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,-653.352,7.97,171.24,4
Low Fat,DRE48,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,-653.443,8.43,195.38,4
Low Fat,DRB24,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,-653.535,8.79,153.17,4
Low Fat,DRE60,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,-653.626,9.4,227.87,4
Low Fat,DRF60,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,-653.718,10.8,236.56,4
Low Fat,DRJ24,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,-653.809,11.8,185.19,4
Low Fat,DRI13,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,-653.9,15.35,216.45,4
Low Fat,DRH36,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,-653.992,16.2,74.97,4
Low Fat,DRH37,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,-654.083,17.6,162.75,4
Low Fat,DRH25,Soft Drinks,2020,OUT017,Tier 2,High,Supermarket Type1,-654.175,18.7,50.83,4
Low Fat,FDD35,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-654.266,12.15,119.14,4
Low Fat,FDF47,Starchy Foods,2020,OUT017,Tier 2,High,Supermarket Type1,-654.358,20.85,224.07,4
Regular,FDE36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,-654.449,5.26,162.79,4
Regular,FDQ36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,-654.54,7.86,35.68,4
Regular,FDW12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,-654.632,8.32,147.14,4
Regular,FDJ12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,-654.723,8.9,206.83,4
Regular,FDY60,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,-654.815,10.5,145.21,4
Regular,FDR12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,-654.906,12.6,172.98,4
Regular,FDO48,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,-654.997,15,220.35,4
Regular,FDU12,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,-655.089,15.5,263.96,4
Regular,FDX11,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,-655.18,16,180.56,4
Regular,FDU60,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,-655.272,20,168.71,4
Regular,FDV60,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,-655.363,20.2,195.31,4
Regular,FDS24,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,-655.455,20.85,86.95,4
Regular,FDQ59,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,-655.546,9.8,85.89,4
Regular,FDR11,Breads,2015,OUT045,Tier 2,High,Supermarket Type1,-655.637,10.5,159.46,4
Regular,FDF26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-655.729,6.83,153.5,4
Regular,FDG38,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-655.82,8.98,86.62,4
Regular,FDB02,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-655.912,9.7,175.44,4
Regular,FDZ49,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-656.003,11,218.78,4
Regular,FDI38,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-656.094,13.35,208.56,4
Regular,FDE14,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-656.186,13.65,98.77,4
Regular,FDL38,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-656.277,13.8,90.72,4
Regular,FDJ26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-656.369,15.3,214.02,4
Regular,FDZ25,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-656.46,15.7,169.28,4
Regular,FDR25,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-656.552,17,265.79,4
Regular,FDY37,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-656.643,17,144.25,4
Regular,FDH14,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-656.734,17.1,142.08,4
Regular,FDV01,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-656.826,19.2,155.43,4
Regular,FDH26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-656.917,19.25,141.95,4
Regular,FDU49,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-657.009,19.5,86.25,4
Regular,FDE50,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,-657.1,19.7,186.46,4
Regular,FDI27,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,-657.191,8.71,43.57,4
Regular,FDY02,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,-657.283,8.95,261.09,4
Regular,FDQ26,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,-657.374,13.5,57.26,4
Regular,FDB40,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,-657.466,17.5,145.91,4
Regular,FDT26,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,-657.557,18.85,120.64,4
Regular,FDL51,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,-657.649,20.7,215.09,4
Regular,FDD41,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-657.74,6.77,106.13,4
Regular,FDY28,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-657.831,7.47,211.82,4
Regular,FDV04,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-657.923,7.83,156.93,4
Regular,FDS28,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-658.014,8.18,56.16,4
Regular,FDT16,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-658.106,9.9,260.53,4
Regular,FDS04,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-658.197,10.2,142.28,4
Regular,FDA04,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-658.288,11.3,260.2,4
Regular,FDO52,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-658.38,11.6,169.31,4
Regular,FDH05,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-658.471,14.35,233.6,4
Regular,FDY16,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-658.563,18.35,183.63,4
Regular,FDX04,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-658.654,19.6,48.54,4
Regular,FDA07,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-658.746,7.55,123.41,4
Regular,FDB56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-658.837,8.75,186.36,4
Regular,FDH56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-658.928,9.8,116.65,4
Regular,FDO56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-659.02,10.2,119.18,4
Regular,FDF21,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-659.111,10.3,189.05,4
Regular,FDU31,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-659.203,10.5,218.75,4
Regular,FDW19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-659.294,12.35,109.56,4
Regular,FDZ08,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-659.385,12.5,81.86,4
Regular,FDS31,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-659.477,13.1,178.53,4
Regular,FDD56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-659.568,15.2,177.01,4
Regular,FDG20,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-659.66,15.5,176,4
Regular,FDP44,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-659.751,16.5,102.73,4
Regular,FDF56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-659.843,16.7,182,4
Regular,FDW32,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-659.934,18.35,87.19,4
Regular,FDR20,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-660.025,20,46.87,4
Regular,FDX31,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-660.117,20.35,234.5,4
Regular,FDG09,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-660.208,20.6,188.26,4
Regular,FDJ20,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,-660.3,20.7,122.44,4
Regular,FDT39,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,-660.391,6.26,150.74,4
Regular,FDR51,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,-660.482,9.04,151.47,4
Regular,FDR15,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,-660.574,9.3,153.43,4
Regular,FDS27,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,-660.665,10.2,195.41,4
Regular,FDM51,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,-660.757,11.8,102.57,4
Regular,FDQ03,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,-660.848,15,238.82,4
Regular,FDN51,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,-660.94,17.85,260.79,4
Regular,FDL03,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,-661.031,19.25,196.31,4
Regular,FDG21,Seafood,2015,OUT045,Tier 2,High,Supermarket Type1,-661.122,17.35,150.21,4
Regular,FDX22,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-661.214,6.79,208.99,4
Regular,FDI58,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-661.305,7.64,91.71,4
Regular,FDV10,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-661.397,7.65,41.71,4
Regular,FDW57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-661.488,8.31,177.3,4
Regular,FDB46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-661.579,10.5,211.82,4
Regular,FDI34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-661.671,10.65,230.27,4
Regular,FDV34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,-661.762,10.7,72.9,4
